ds,key,topology,morph,L,kstar_true,n_hill,Dratio,slow_idx,sigma,frac_strict,frac_loose,frac_loose_only,kstar_cv
three_gene_train,sample_0037,substrate_depl,labyrinth,96.16979777234158,0.39200573065902583,4.0,116.09557317909452,0,0.2,0.41,0.845,0.435,0.09086899500393329
three_gene_train,sample_0038,selfinhib,labyrinth,133.81668243034602,0.28172206303724934,2.0,204.90646474041935,0,0.01,1.0,1.0,0.0,0.02060970366991851
three_gene_train,sample_0038,selfinhib,labyrinth,133.81668243034602,0.28172206303724934,2.0,204.90646474041935,0,0.048,1.0,1.0,0.0,0.032609411557158414
three_gene_train,sample_0038,selfinhib,labyrinth,133.81668243034602,0.28172206303724934,2.0,204.90646474041935,0,0.1,1.0,1.0,0.0,0.05531186446401379
three_gene_train,sample_0038,selfinhib,labyrinth,133.81668243034602,0.28172206303724934,2.0,204.90646474041935,0,0.2,0.995,0.995,0.0,0.11080579055604725
three_gene_train,sample_0039,selfinhib,spots,110.27104750646653,0.3418767908309456,4.0,161.56476033896624,0,0.01,1.0,1.0,0.0,0.007033651810482014
three_gene_train,sample_0039,selfinhib,spots,110.27104750646653,0.3418767908309456,4.0,161.56476033896624,0,0.048,1.0,1.0,0.0,0.028281283967849267
three_gene_train,sample_0039,selfinhib,spots,110.27104750646653,0.3418767908309456,4.0,161.56476033896624,0,0.1,1.0,1.0,0.0,0.05927836980188807
three_gene_train,sample_0039,selfinhib,spots,110.27104750646653,0.3418767908309456,4.0,161.56476033896624,0,0.2,0.93,1.0,0.07,0.10474063536851477
three_gene_train,sample_0040,relay_chain,labyrinth,101.35418939107365,0.37195415472779375,3.0,86.08760736616479,0,0.01,1.0,1.0,0.0,0.0
three_gene_train,sample_0040,relay_chain,labyrinth,101.35418939107365,0.37195415472779375,3.0,86.08760736616479,0,0.048,0.9975,1.0,0.0025,0.027645609250969608
three_gene_train,sample_0040,relay_chain,labyrinth,101.35418939107365,0.37195415472779375,3.0,86.08760736616479,0,0.1,0.925,1.0,0.075,0.05432847720467788
three_gene_train,sample_0040,relay_chain,labyrinth,101.35418939107365,0.37195415472779375,3.0,86.08760736616479,0,0.2,0.75,1.0,0.25,0.09876948878708716
three_gene_train,sample_0041,cross_repress,labyrinth,76.58317830753232,0.4922636103151863,3.0,203.5116668642436,0,0.01,1.0,1.0,0.0,0.01614035897733735
three_gene_train,sample_0041,cross_repress,labyrinth,76.58317830753232,0.4922636103151863,3.0,203.5116668642436,0,0.048,1.0,1.0,0.0,0.026763037109538656
three_gene_train,sample_0041,cross_repress,labyrinth,76.58317830753232,0.4922636103151863,3.0,203.5116668642436,0,0.1,1.0,1.0,0.0,0.05122290429406796
three_gene_train,sample_0041,cross_repress,labyrinth,76.58317830753232,0.4922636103151863,3.0,203.5116668642436,0,0.2,0.995,1.0,0.005,0.10133918928813905
three_gene_train,sample_0042,double_inhibitor,labyrinth,138.75461425865362,0.27169627507163324,2.0,117.2664851879334,0,0.01,1.0,1.0,0.0,2.0257762716296166e-16
three_gene_train,sample_0042,double_inhibitor,labyrinth,138.75461425865362,0.27169627507163324,2.0,117.2664851879334,0,0.048,1.0,1.0,0.0,0.028751570028031328
three_gene_train,sample_0042,double_inhibitor,labyrinth,138.75461425865362,0.27169627507163324,2.0,117.2664851879334,0,0.1,1.0,1.0,0.0,0.05752225177080861
three_gene_train,sample_0042,double_inhibitor,labyrinth,138.75461425865362,0.27169627507163324,2.0,117.2664851879334,0,0.2,0.92,0.9275,0.0075,0.10846693057146856
three_gene_train,sample_0043,substrate_depl,labyrinth,56.03917690978888,0.6727277936962751,4.0,87.46086244009642,0,0.01,1.0,1.0,0.0,0.011995322612804862
three_gene_train,sample_0043,substrate_depl,labyrinth,56.03917690978888,0.6727277936962751,4.0,87.46086244009642,0,0.048,0.98,1.0,0.02,0.024323442779347643
three_gene_train,sample_0043,substrate_depl,labyrinth,56.03917690978888,0.6727277936962751,4.0,87.46086244009642,0,0.1,0.79,0.995,0.205,0.05025753519230411
three_gene_train,sample_0043,substrate_depl,labyrinth,56.03917690978888,0.6727277936962751,4.0,87.46086244009642,0,0.2,0.6075,0.94,0.3325,0.1012080518763283
three_gene_train,sample_0044,substrate_depl,spots,93.77153306797179,0.40203151862464187,3.0,225.04456351982662,0,0.01,1.0,1.0,0.0,0.011743974823683197
three_gene_train,sample_0044,substrate_depl,spots,93.77153306797179,0.40203151862464187,3.0,225.04456351982662,0,0.048,0.9425,1.0,0.0575,0.027657963740246747
three_gene_train,sample_0044,substrate_depl,spots,93.77153306797179,0.40203151862464187,3.0,225.04456351982662,0,0.1,0.76,1.0,0.24,0.056193095408023176
three_gene_train,sample_0044,substrate_depl,spots,93.77153306797179,0.40203151862464187,3.0,225.04456351982662,0,0.2,0.66,1.0,0.34,0.09530760857749651
three_gene_train,sample_0045,substrate_depl,spots,85.26612898631963,0.4421346704871061,2.0,75.6319921751886,0,0.01,1.0,1.0,0.0,0.017622549948022082
three_gene_train,sample_0045,substrate_depl,spots,85.26612898631963,0.4421346704871061,2.0,75.6319921751886,0,0.048,0.9825,1.0,0.0175,0.027413899620153215
